objectnummer;instelling.naam;objectnaam;titel;beschrijving;vervaardiging.datum.begin;vervaardiging.datum.eind;vervaardiger;vervaardiger.rol;vervaardiging.plaats
AU-0004-0001;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Leuvense stoof of plattebuiskachel;Opname van een Leuvense stoof of plattebuiskachel in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0002;Het Huis van Alijn (Gent);geluidsfragment;Geluid van bikkels;Opname van bikkels in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0003;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedtrompet;Opname van een speelgoedtrompet in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0004;Het Huis van Alijn (Gent);geluidsfragment;Geluid van breinaalden;Opname van breinaalden in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0005;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedfluitje;Opname van een speelgoedfluitje in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0006;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedblik;Opname van een speelgoedblik in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0007;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een griffel;Opname van een griffel in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0008;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedkoffiemolen;Opname van een speelgoedkoffiemolen in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0009;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedkoffiemolen;Opname van een speelgoedkoffiemolen in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0011;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een triangel;Opname van een triangel in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0013;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedtamboerijn;Opname van een speelgoedtamboerijn in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0014;Het Huis van Alijn (Gent);geluidsfragment;Geluid van Vier op 'n rij spelen en ledigen;Opname van Vier op 'n rij spelen en ledigen in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0015;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Vier op 'n rij-doos openen en spel in elkaar steken;Opname van een Vier op 'n rij-doos openen en spel in elkaar steken in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0016;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedhuis;Opname van een speelgoedhuis in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0017;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedkoffiemolen;Opname van een speelgoedkoffiemolen in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0018;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedkoffiemolen;Opname van een speelgoedkoffiemolen in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0019;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een houten step;Opname van een houten step in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0020;Het Huis van Alijn (Gent);geluidsfragment;Geluid van knikkers;Opname van knikkers in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0021;Het Huis van Alijn (Gent);geluidsfragment;Geluid van knikkers;Opname van knikkers in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0022;Het Huis van Alijn (Gent);geluidsfragment;Geluid van speelgoedfiguur Pluto;Opname van speelgoedfiguur Pluto in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0023;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedbig met rode pet;Opname van een speelgoedbig met rode pet in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0024;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Torck trapauto;Opname van een Torck trapauto in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0025;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedvogelkooi;Opname van een speelgoedvogelkooi in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0026;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een telraam;Opname van een telraam in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0027;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een muziekdoos;Opname van een muziekdoos in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0028;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een muziekdoos (wijzers);Opname van een muziekdoos (wijzers) in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0029;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een muziekdoos (antenne);Opname van een muziekdoos (antenne) in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0030;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een belleneend;Opname van een belleneend in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0031;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een View-Master Model K;Opname van een View-Master Model K in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0032;Het Huis van Alijn (Gent);geluidsfragment;Geluid van klikklakballen;Opname van klikklakballen in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0033;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Polaroid fotocamera;Opname van een Polaroid fotocamera in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0034;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een handmixer;Opname van een handmixer in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0035;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een personenweegschaal;Opname van een personenweegschaal in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0036;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een mikadospel op een houten vloer;Opname van een mikadospel op een houten vloer in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0037;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een mikadospel op een houten vloer;Opname van een mikadospel op een houten vloer in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0039;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een mikadospel in een doos;Opname van een mikadospel in een doos in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0040;Het Huis van Alijn (Gent);geluidsfragment;Geluid van Super 3;Opname van Super 3 in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0041;Het Huis van Alijn (Gent);geluidsfragment;Geluid van Muizeval;Opname van Muizeval in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0044;Het Huis van Alijn (Gent);geluidsfragment;Geluid van speelgoedfiguur Sneeuwwitje;Opname van speelgoedfiguur Sneeuwwitje in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0046;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Roly Poly Chime Ball;Opname van een Roly Poly Chime Ball in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0043;Het Huis van Alijn (Gent);geluidsfragment;Geluid van Cijfers en Letters;Opname van Cijfers en Letters in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0045;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Rock-A-Stack met vijf stapelringen;Opname van een Rock-A-Stack met vijf stapelringen in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0047;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een roulette;Opname van een roulette in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0048;Het Huis van Alijn (Gent);geluidsfragment;Geluid van Robot Tommy;Opname van Robot Tommy in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0049;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een muziekdoosje;Opname van een muziekdoosje in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0050;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Fisher-Price Activity Center;Opname van een Fisher-Price Activity Center in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0051;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Fisher-Price Activity Center;Opname van een Fisher-Price Activity Center in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0052;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedkat;Opname van een speelgoedkat in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0053;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedeend;Opname van een speelgoedeend in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0054;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedkassa;Opname van een speelgoedkassa in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0055;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedkassa;Opname van een speelgoedkassa in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0056;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een bakelieten telefoon met draaischijf;Opname van een bakelieten telefoon met draaischijf in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0057;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een bakelieten telefoon met draaischijf;Opname van een bakelieten telefoon met draaischijf in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0058;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een bakelieten telefoon met draaischijf;Opname van een bakelieten telefoon met draaischijf in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0059;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Parking Ramp-Service Center;Opname van een Parking Ramp-Service Center in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0060;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Lottospel;Opname van een Lottospel in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0061;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Magische Tafel-tekenbord;Opname van een Magische Tafel-tekenbord in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0062;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Solitaire-bordspel;Opname van een Solitaire-bordspel in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0063;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een View-Master Model J;Opname van een View-Master Model J in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0064;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Rota Rattle II;Opname van een Rota Rattle II in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0065;Het Huis van Alijn (Gent);geluidsfragment;Geluid van het spel Billie et Les 7 Tonneaux;Opname van het spel Billie et Les 7 Tonneaux in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0066;Het Huis van Alijn (Gent);geluidsfragment;Geluid van Jeu de la Roulette;Opname van Jeu de la Roulette in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0067;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een doolhof;Opname van een doolhof in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0068;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een rammelaar in de vorm van een eend;Opname van een rammelaar in de vorm van een eend in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0069;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een muzikale looproller;Opname van een muzikale looproller in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0070;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Chatter telefoon;Opname van een Chatter telefoon in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0071;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Chatter telefoon;Opname van een Chatter telefoon in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0072;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedeend op wielen;Opname van een speelgoedeend op wielen in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0073;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Duracell-konijn met trommel;Opname van een Duracell-konijn met trommel in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0074;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedxylofoon;Opname van een speelgoedxylofoon in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0075;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een School Days Desk;Opname van een School Days Desk in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0076;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een School Days Desk;Opname van een School Days Desk in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0077;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een filmcamera Eumig C3;Opname van een filmcamera Eumig C3 in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0078;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een koffiemolen die zot draait;Opname van een koffiemolen die zot draait in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0079;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een koffiemolen die normaal draait;Opname van een koffiemolen die normaal draait in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0080;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een koffiemolen die voorzichtig draait;Opname van een koffiemolen die voorzichtig draait in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0081;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedpiano;Opname van een speelgoedpiano in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0082;Het Huis van Alijn (Gent);geluidsfragment;Geluid van speelgoedvliegtuig Thunderbird 2;Opname van speelgoedvliegtuig Thunderbird 2 in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0083;Het Huis van Alijn (Gent);geluidsfragment;Geluid van speelgoedvliegtuig Thunderbird 2;Opname van speelgoedvliegtuig Thunderbird 2 in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0084;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een rammelaar in de vorm van een matroos;Opname van een rammelaar in de vorm van een matroos in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0085;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedtelefoon in de vorm van een huis;Opname van een speelgoedtelefoon in de vorm van een huis in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0086;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Roly Poly Chime Ball;Opname van een Roly Poly Chime Ball in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0087;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Skwish-rammelaar;Opname van een Skwish-rammelaar in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0088;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoednaaimachine;Opname van een speelgoednaaimachine in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0089;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Ganda trapnaaimachine;Opname van een Ganda trapnaaimachine in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0090;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Ganda trapnaaimachine;Opname van een Ganda trapnaaimachine in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0091;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Flower Rattle-rammelaar;Opname van een Flower Rattle-rammelaar in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0092;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Nintendo Gameboy met Tetris;Opname van een Nintendo Gameboy met Tetris in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0001;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een aansteker met duwer zonder gas;Opname van een aansteker met duwer zonder gas in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0002;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een aansteker met wieltje zonder gas;Opname van een aansteker met wieltje zonder gas in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0003;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een bakelieten telefoon;Opname van een bakelieten telefoon in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0004;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een rammelaar;Opname van een rammelaar in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0005;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een dictafoon met een boodschap;Opname van een dictafoon met een boodschap in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0006;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een dictafoon met ruis;Opname van een dictafoon met ruis in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0007;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Dymo labeler;Opname van een Dymo labeler in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0008;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een filter van een elektrische koffiemolen;Opname van een filter van een elektrische koffiemolen in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0009;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een elektrische koffiemolen met bonen;Opname van een elektrische koffiemolen met bonen in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0010;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een elektrische koffiemolen zonder bonen;Opname van een elektrische koffiemolen zonder bonen in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0011;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een knikkerbaan;Opname van een knikkerbaan in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0012;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een koffiemolen met bonen;Opname van een koffiemolen met bonen in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0013;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een beige kookwekker;Opname van een beige kookwekker in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0014;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een witte kookwekker;Opname van een witte kookwekker in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0015;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Rainmaker;Opname van een Rainmaker in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0016;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een rammelaar voor in een kinderpark;Opname van een rammelaar voor in een kinderpark in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0017;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een tandenstokerdispenser;Opname van een tandenstokerdispenser in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0018;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een Tsjilp cassettespeler;Opname van een Tsjilp cassettespeler in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0019;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een voedselblender;Opname van een voedselblender in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0005-0020;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een vogelfluitje;Opname van een vogelfluitje in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0007-0001;Het Huis van Alijn (Gent);geluidsfragment;Geluid van de bel van Het Kuipke, Gent (kort);Opname van de bel van Het Kuipke in Gent (kort) in het kader van de tentoonstelling 'De Zesdaagse'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0007-0002;Het Huis van Alijn (Gent);geluidsfragment;Geluid van de bel van Het Kuipke, Gent (lang);Opname van de bel van Het Kuipke in Gent (lang) in het kader van de tentoonstelling 'De Zesdaagse'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0007-0003;Het Huis van Alijn (Gent);geluidsfragment;Geluid van de bel van Het Kuipke, Gent (medium);Opname van de bel van Het Kuipke in Gent (medium) in het kader van de tentoonstelling 'De Zesdaagse'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0007-0004;Het Huis van Alijn (Gent);geluidsfragment;Geluid van het einde van een groepsrit met een renner die stopt in Het Kuipke, Gent;Opname van het einde van een groepsrit met een renner die stopt in Het Kuipke in Gent in het kader van de tentoonstelling 'De Zesdaagse'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0007-0005;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een fietsende groep renners in Het Kuipke, Gent;Opname van een fietsende groep renners in Het Kuipke, Gent in het kader van de tentoonstelling 'De Zesdaagse'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0007-0006;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een groepsrondrit in Het Kuipke, Gent;Opname van een groepsrondrit in Het Kuipke in Gent in het kader van de tentoonstelling 'De Zesdaagse'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0007-0007;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een fietsende rennersgroep in Het Kuipke, Gent;Opname van een fietsende rennersgroep in Het Kuipke in Gent in het kader van de tentoonstelling 'De Zesdaagse'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
